House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion,Age Group,Occupation Status,Disability Status,Religion Category
104,Sagittarius Avenue,Glen,Bailey,22,Head,Single,Male,University Student,Healthy,Christian,Adult,University Student,Non-disabled,Religious
104,Sagittarius Avenue,Cheryl,Hall,22,Unknown,Single,Female,University Student,Healthy,No Religion,Adult,University Student,Non-disabled,Non-religious
104,Sagittarius Avenue,Rita,Lloyd,18,Unknown,Single,Female,University Student,Healthy,No Religion,Teenager,University Student,Non-disabled,Non-religious
104,Sagittarius Avenue,Sheila,Elliott,18,Unknown,Single,Female,University Student,Healthy,No Religion,Teenager,University Student,Non-disabled,Non-religious
104,Sagittarius Avenue,Alison,Hughes,21,Unknown,Single,Female,University Student,Healthy,Muslim,Adult,University Student,Non-disabled,Religious
104,Sagittarius Avenue,Leonard,Turner,21,Unknown,Single,Male,University Student,Healthy,Christian,Adult,University Student,Non-disabled,Religious
105,Sagittarius Avenue,Paige,Barber,43,Head,Single,Female,Teaching laboratory technician,Healthy,Methodist,Adult,Employed,Non-disabled,Religious
105,Sagittarius Avenue,Carol,Barber,20,Daughter,Single,Female,University Student,Healthy,No Religion,Adult,University Student,Non-disabled,Non-religious
106,Sagittarius Avenue,Oliver,Parker,82,Head,Married,Male,"Retired Designer, fashion/clothing",Healthy,Catholic,Senior,Retired,Non-disabled,Religious
106,Sagittarius Avenue,Lindsey,Parker,83,Wife,Married,Female,"Retired Administrator, sports",Healthy,No Religion,Senior,Retired,Non-disabled,Non-religious
107,Sagittarius Avenue,Amber,John,34,Head,Married,Female,Meteorologist,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
107,Sagittarius Avenue,Edward,John,39,Husband,Married,Male,"Conservator, museum/gallery",Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
107,Sagittarius Avenue,Dale,John,4,Son,Single,Male,Child,Healthy,No Religion,Child,Child,Non-disabled,Non-religious
107,Sagittarius Avenue,Joan,John,4,Daughter,Single,Female,Child,Healthy,No Religion,Child,Child,Non-disabled,Non-religious
108,Sagittarius Avenue,Elaine,Williams,37,Head,Married,Female,Production manager,Healthy,Methodist,Adult,Employed,Non-disabled,Religious
108,Sagittarius Avenue,Leigh,Williams,39,Husband,Married,Male,"Radiographer, diagnostic",Healthy,Methodist,Adult,Employed,Non-disabled,Religious
108,Sagittarius Avenue,Jessica,Williams,13,Daughter,Single,Female,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
108,Sagittarius Avenue,Mark,Williams,12,Adopted Son,Single,Male,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
109,Sagittarius Avenue,Mathew,Kent,55,Head,Single,Male,Risk manager,Healthy,Christian,Adult,Employed,Non-disabled,Religious
110,Sagittarius Avenue,Abbie,Scott,34,Head,Married,Female,Product manager,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
110,Sagittarius Avenue,Paul,Scott,34,Husband,Married,Male,Exercise physiologist,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
110,Sagittarius Avenue,Olivia,Scott,14,Daughter,Single,Female,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
110,Sagittarius Avenue,Jill,Scott,7,Daughter,Single,Female,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
111,Sagittarius Avenue,Rachel,Mitchell,52,Head,Married,Female,Social worker,Healthy,Christian,Adult,Employed,Non-disabled,Religious
111,Sagittarius Avenue,Victor,Mitchell,54,Husband,Married,Male,Mental health nurse,Healthy,Christian,Adult,Employed,Non-disabled,Religious
111,Sagittarius Avenue,Kerry,Mitchell,30,Daughter,Single,Female,Field seismologist,Healthy,Christian,Adult,Employed,Non-disabled,Religious
111,Sagittarius Avenue,Benjamin,Mitchell,27,Son,Single,Male,Higher education careers adviser,Healthy,Christian,Adult,Employed,Non-disabled,Religious
112,Sagittarius Avenue,Stephen,Grant,31,Head,Single,Male,"Engineer, manufacturing systems",Healthy,Methodist,Adult,Employed,Non-disabled,Religious
113,Sagittarius Avenue,Nicola,Curtis,38,Head,Divorced,Female,"Research officer, trade union",Healthy,Christian,Adult,Employed,Non-disabled,Religious
113,Sagittarius Avenue,William,Curtis,3,Son,Single,Male,Child,Healthy,No Religion,Child,Child,Non-disabled,Non-religious
113,Sagittarius Avenue,Martin,Smith,32,Lodger,Single,Male,Unemployed,Healthy,Catholic,Adult,Unemployed,Non-disabled,Religious
113,Sagittarius Avenue,George,Watson,51,Lodger,Single,Male,"Psychotherapist, dance movement",Healthy,Christian,Adult,Employed,Non-disabled,Religious
114,Sagittarius Avenue,Joanne,Wilson,47,Head,Married,Female,Diplomatic Services operational officer,Healthy,Christian,Adult,Employed,Non-disabled,Religious
114,Sagittarius Avenue,Kevin,Wilson,49,Husband,Married,Male,"Surveyor, land/geomatics",Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
114,Sagittarius Avenue,Emily,Wilson,20,Daughter,Divorced,Female,University Student,Healthy,Christian,Adult,University Student,Non-disabled,Religious
114,Sagittarius Avenue,Shannon,Wilson,16,Daughter,Single,Female,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
115,Sagittarius Avenue,Melanie,Young,39,Head,Single,Female,Oceanographer,Healthy,Catholic,Adult,Employed,Non-disabled,Religious
115,Sagittarius Avenue,Robin,Whitehouse,42,Partner,Single,Male,Unemployed,Healthy,Catholic,Adult,Unemployed,Non-disabled,Religious
115,Sagittarius Avenue,Joanna,Young,17,Daughter,Single,Female,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
116,Sagittarius Avenue,Terry,Barnes,31,Head,Married,Male,Network engineer,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
116,Sagittarius Avenue,Julia,Barnes,27,Wife,Married,Female,Leisure centre manager,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
116,Sagittarius Avenue,Janet,Barnes,4,Daughter,Single,Female,Child,Healthy,No Religion,Child,Child,Non-disabled,Non-religious
116,Sagittarius Avenue,Megan,Barnes,2,Daughter,Single,Female,Child,Healthy,No Religion,Child,Child,Non-disabled,Non-religious
116,Sagittarius Avenue,Damian,Watson,43,Cousin,Single,Male,Television/film/video producer,Healthy,Christian,Adult,Employed,Non-disabled,Religious
116,Sagittarius Avenue,Sophie,Owens,46,Visitor,Single,Female,Radio broadcast assistant,Healthy,Christian,Adult,Employed,Non-disabled,Religious
117,Sagittarius Avenue,Leah,Barnes,54,Head,Single,Female,Film/video editor,Healthy,Christian,Adult,Employed,Non-disabled,Religious
117,Sagittarius Avenue,Emma,Barnes,28,Daughter,Single,Female,Fashion designer,Healthy,Christian,Adult,Employed,Non-disabled,Religious
117,Sagittarius Avenue,Kyle,Barnes,25,Son,Divorced,Male,"Education officer, community",Healthy,Christian,Adult,Employed,Non-disabled,Religious
117,Sagittarius Avenue,Amy,Oliver,23,Daughter,Divorced,Female,Patent attorney,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
117,Sagittarius Avenue,Shannon,Oliver,19,Daughter,Widowed,Female,Publishing copy,Healthy,Christian,Adult,Employed,Non-disabled,Religious
117,Sagittarius Avenue,Pamela,Oliver,16,Daughter,Single,Female,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
118,Sagittarius Avenue,Kenneth,Chambers,41,Head,Married,Male,Race relations officer,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
118,Sagittarius Avenue,Gail,Chambers,35,Wife,Married,Female,Advertising account planner,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
118,Sagittarius Avenue,Clare,Chambers,15,Daughter,Single,Female,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
118,Sagittarius Avenue,Craig,Chambers,14,Son,Single,Male,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
119,Sagittarius Avenue,Lawrence,Long,42,Head,Single,Male,Contractor,Healthy,Catholic,Adult,Employed,Non-disabled,Religious
119,Sagittarius Avenue,Abbie,Smith,42,Unknown,Single,Female,Data scientist,Healthy,Muslim,Adult,Employed,Non-disabled,Religious
119,Sagittarius Avenue,Joan,Pritchard,59,Unknown,Single,Female,IT trainer,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
119,Sagittarius Avenue,Leanne,Howard,21,Unknown,Single,Female,University Student,Healthy,No Religion,Adult,University Student,Non-disabled,Non-religious
119,Sagittarius Avenue,Louis,Hobbs,53,Unknown,Single,Male,"Therapist, nutritional",Healthy,Christian,Adult,Employed,Non-disabled,Religious
119,Sagittarius Avenue,Keith,Turner,44,Unknown,Single,Male,Financial manager,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
120,Sagittarius Avenue,Gordon,Lane,60,Head,Divorced,Male,Community development worker,Healthy,Catholic,Adult,Employed,Non-disabled,Religious
120,Sagittarius Avenue,Sam,Watson-Lane,29,Son,Single,Male,Higher education lecturer,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
120,Sagittarius Avenue,Eleanor,Watson-Lane,29,Daughter,Single,Female,Firefighter,Healthy,Catholic,Adult,Employed,Non-disabled,Religious
120,Sagittarius Avenue,Yvonne,Watson-Lane,26,Daughter,Divorced,Female,Mental health nurse,Healthy,Catholic,Adult,Employed,Non-disabled,Religious
121,Sagittarius Avenue,Shaun,Stokes,30,Head,Single,Male,Speech and language therapist,Healthy,Catholic,Adult,Employed,Non-disabled,Religious
121,Sagittarius Avenue,George,Hall,26,Unknown,Single,Male,"Psychologist, forensic",Healthy,Methodist,Adult,Employed,Non-disabled,Religious
121,Sagittarius Avenue,Hannah,Morris,45,Unknown,Single,Female,Unemployed,Healthy,No Religion,Adult,Unemployed,Non-disabled,Non-religious
121,Sagittarius Avenue,Sandra,Cooper,30,Unknown,Single,Female,Further education lecturer,Healthy,Christian,Adult,Employed,Non-disabled,Religious
121,Sagittarius Avenue,Joe,Cook,29,Unknown,Single,Male,Aeronautical engineer,Healthy,Muslim,Adult,Employed,Non-disabled,Religious
122,Sagittarius Avenue,Rachel,Elliott,21,Head,Single,Female,University Student,Healthy,No Religion,Adult,University Student,Non-disabled,Non-religious
122,Sagittarius Avenue,Anne,Pearce,18,Unknown,Single,Female,University Student,Healthy,Methodist,Teenager,University Student,Non-disabled,Religious
123,Sagittarius Avenue,Alex,Patel,73,Head,Married,Male,Retired Firefighter,Healthy,Christian,Senior,Retired,Non-disabled,Religious
123,Sagittarius Avenue,Tina,Patel,72,Wife,Married,Female,"Retired Programme researcher, broadcasting/film/video",Healthy,Christian,Senior,Retired,Non-disabled,Religious
124,Sagittarius Avenue,Joanna,Pratt,25,Head,Married,Female,Geographical information systems officer,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
124,Sagittarius Avenue,Joel,Pratt,29,Husband,Married,Male,Teaching laboratory technician,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
124,Sagittarius Avenue,Ronald,Pratt,5,Son,Single,Male,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
124,Sagittarius Avenue,Karen,Pratt,4,Daughter,Single,Female,Child,Healthy,No Religion,Child,Child,Non-disabled,Non-religious
124,Sagittarius Avenue,Stuart,Pratt,2,Son,Single,Male,Child,Healthy,No Religion,Child,Child,Non-disabled,Non-religious
125,Sagittarius Avenue,Joanna,Griffiths,21,Head,Single,Female,University Student,Healthy,No Religion,Adult,University Student,Non-disabled,Non-religious
125,Sagittarius Avenue,Gary,Poole,22,Unknown,Single,Male,University Student,Healthy,Catholic,Adult,University Student,Non-disabled,Religious
125,Sagittarius Avenue,Clifford,Rice,22,Unknown,Single,Male,University Student,Healthy,No Religion,Adult,University Student,Non-disabled,Non-religious
125,Sagittarius Avenue,Janice,Hall,19,Unknown,Single,Female,University Student,Healthy,Catholic,Adult,University Student,Non-disabled,Religious
126,Sagittarius Avenue,Shirley,Williams,26,Head,Single,Female,Unemployed,Healthy,Christian,Adult,Unemployed,Non-disabled,Religious
126,Sagittarius Avenue,Glenn,Williams,7,Son,Single,Male,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
126,Sagittarius Avenue,Douglas,Williams,6,Son,Single,Male,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
126,Sagittarius Avenue,Louis,Williams,2,Son,Single,Male,Child,Healthy,No Religion,Child,Child,Non-disabled,Non-religious
127,Sagittarius Avenue,Angela,Crawford,60,Head,Single,Female,Clinical molecular geneticist,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
127,Sagittarius Avenue,Mathew,Whittaker,58,Partner,Single,Male,Legal executive,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
127,Sagittarius Avenue,Dean,Crawford,21,Son,Single,Male,University Student,Healthy,No Religion,Adult,University Student,Non-disabled,Non-religious
127,Sagittarius Avenue,Tracy,Crawford,18,Daughter,Single,Female,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
127,Sagittarius Avenue,Wendy,Crawford,16,Daughter,Single,Female,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
127,Sagittarius Avenue,Phillip,Crawford,14,Son,Single,Male,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
128,Sagittarius Avenue,Carole,Pritchard,50,Head,Single,Female,Tourism officer,Healthy,Catholic,Adult,Employed,Non-disabled,Religious
128,Sagittarius Avenue,Louis,Shah,50,Partner,Single,Male,Unemployed,Healthy,Catholic,Adult,Unemployed,Non-disabled,Religious
128,Sagittarius Avenue,Sarah,Pritchard,23,Daughter,Divorced,Female,Architectural technologist,Deaf,Catholic,Adult,Employed,Disabled,Religious
128,Sagittarius Avenue,Cheryl,Pritchard,20,Daughter,Divorced,Female,University Student,Healthy,Catholic,Adult,University Student,Non-disabled,Religious
128,Sagittarius Avenue,Diane,Pritchard,10,Daughter,Single,Female,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
129,Sagittarius Avenue,Melissa,Parsons,31,Head,Married,Female,Television camera operator,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
129,Sagittarius Avenue,Bradley,Parsons,36,Husband,Married,Male,"Sound technician, broadcasting/film/video",Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
129,Sagittarius Avenue,Ross,Parsons,14,Son,Single,Male,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
129,Sagittarius Avenue,Shannon,Parsons,10,Daughter,Single,Female,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
130,Sagittarius Avenue,Jemma,Webb,39,Head,Single,Female,Unemployed,Healthy,No Religion,Adult,Unemployed,Non-disabled,Non-religious
130,Sagittarius Avenue,Elizabeth,Webb,2,Daughter,Single,Female,Child,Healthy,No Religion,Child,Child,Non-disabled,Non-religious
130,Sagittarius Avenue,Vanessa,Webb,0,Daughter,Single,Female,Child,Healthy,No Religion,Child,Child,Non-disabled,Non-religious
130,Sagittarius Avenue,Allan,Green,35,Lodger,Single,Male,Engineering geologist,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
130,Sagittarius Avenue,Malcolm,Robinson,39,Lodger,Single,Male,Patent attorney,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
131,Sagittarius Avenue,Nicola,Matthews,57,Head,Single,Female,"Engineer, broadcasting (operations)",Healthy,Jewish,Adult,Employed,Non-disabled,Religious
131,Sagittarius Avenue,Ronald,Brown,57,Partner,Single,Male,Illustrator,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
131,Sagittarius Avenue,Hilary,Matthews,18,Daughter,Single,Female,Student,Healthy,Jewish,Teenager,Student,Non-disabled,Religious
131,Sagittarius Avenue,Geraldine,Matthews,17,Daughter,Single,Female,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
132,Sagittarius Avenue,Bethany,Thomas,65,Head,Married,Female,Set designer,Healthy,Methodist,Adult,Employed,Non-disabled,Religious
132,Sagittarius Avenue,Darren,Thomas,64,Husband,Married,Male,Haematologist,Healthy,Methodist,Adult,Employed,Non-disabled,Religious
133,Sagittarius Avenue,Josh,Williams,41,Head,Divorced,Male,Unemployed,Healthy,No Religion,Adult,Unemployed,Non-disabled,Non-religious
133,Sagittarius Avenue,Ashleigh,Williams,13,Daughter,Single,Female,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
133,Sagittarius Avenue,Dorothy,Williams,10,Daughter,Single,Female,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
133,Sagittarius Avenue,Jeffrey,Williams,5,Son,Single,Male,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
134,Sagittarius Avenue,Deborah,Garner,41,Head,Single,Female,Television camera operator,Healthy,Methodist,Adult,Employed,Non-disabled,Religious
134,Sagittarius Avenue,Lesley,Wright,51,Unknown,Single,Female,Unemployed,Healthy,Catholic,Adult,Unemployed,Non-disabled,Religious
134,Sagittarius Avenue,Victoria,Foster,40,Unknown,Single,Female,Warehouse manager,Healthy,Methodist,Adult,Employed,Non-disabled,Religious
134,Sagittarius Avenue,Joanna,Richards,45,Unknown,Single,Female,Trade union research officer,Healthy,Catholic,Adult,Employed,Non-disabled,Religious
134,Sagittarius Avenue,Gavin,Holloway,40,Unknown,Single,Male,Surgeon,Healthy,Catholic,Adult,Employed,Non-disabled,Religious
135,Sagittarius Avenue,Marilyn,Gough,47,Head,Single,Female,Unemployed,Healthy,Christian,Adult,Unemployed,Non-disabled,Religious
135,Sagittarius Avenue,Jordan,Gough,3,Son,Single,Male,Child,Healthy,No Religion,Child,Child,Non-disabled,Non-religious
135,Sagittarius Avenue,Hilary,Gough,0,Daughter,Single,Female,Child,Healthy,No Religion,Child,Child,Non-disabled,Non-religious
135,Sagittarius Avenue,Eleanor,Nicholson,28,Lodger,Single,Female,Television camera operator,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
135,Sagittarius Avenue,Mohammed,Parkinson,36,Lodger,Single,Male,Product designer,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
135,Sagittarius Avenue,Jayne,Young,39,Lodger,Single,Female,Forensic scientist,Healthy,Catholic,Adult,Employed,Non-disabled,Religious
136,Sagittarius Avenue,Abigail,Watts,34,Head,Married,Female,Geoscientist,Healthy,Methodist,Adult,Employed,Non-disabled,Religious
136,Sagittarius Avenue,Terence,Watts,32,Husband,Married,Male,Armed forces logistics/support/administrative officer,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
